name;price;description;height;soil;lighting;area;form;decorative;landing
                Сирень vulgaris Krasawica Moskwy,  100-150;3300;Среднерослый кустарник, достигающий 3 метровой высоты. Годовой прирост растения колеблется в пределах 20 см. Диаметр широкой, раскидистой и пушистой кроны составляет около 3 м. Большие сердцевидные листья окрашены в насыщенный густо-зеленый цвет. Бутоны яркие, розовато-лиловые. Цветки, раскрывающиеся в последние майские дни, довольно крупные, махровые, молочно-розовые, а по окончании цветения - совсем белые. Имеют ярко выраженный стойкий, приятный запах. На протяжении трех недель сохраняют красивый внешний вид.;3м;Неприхотлива;Солнце;зона 4;Высокий куст;0;0
                Сирень vulgaris Krasawica Moskwy, 80-100см;2100;Среднерослый кустарник, достигающий 3 метровой высоты. Годовой прирост растения колеблется в пределах 20 см. Диаметр широкой, раскидистой и пушистой кроны составляет около 3 м. Большие сердцевидные листья окрашены в насыщенный густо-зеленый цвет. Бутоны яркие, розовато-лиловые. Цветки, раскрывающиеся в последние майские дни, довольно крупные, махровые, молочно-розовые, а по окончании цветения - совсем белые. Имеют ярко выраженный стойкий, приятный запах. На протяжении трех недель сохраняют красивый внешний вид.;3м;Неприхотлива;Солнце;зона 4;Высокий куст;0;0
                Сирень vulgaris Madame Lemoine, 50-70см;2100;Высокий кустарник с пышной кроной. Вырастает до 4 м в высоту, до 3,5 м в диаметре. Прирост за год составляет 20 см. Живет более 30 лет. Листья у сирени обыкновенной Madame Lemoine темно-зеленые, длиной 5-10 см, сердцевидные. Бутоны кремовые, слегка зеленоватые. Цветки чисто белые, очень крупные, диаметром 3 см, густомахровые. Соцветия пирамидальные до 30 см. Цветет в начале-середине июня, очень обильно. ;4м;Неприхотлива;Солнце;зона 4;Высокий куст;0;0
                Сирень vulgaris Primrose, 50-70см;1600;Высота 3-4 м, диаметр кроны 2,5-3,5 м. Ежегодный прирост в высоту и ширину 20-30 см. Долговечность более 30 лет. Крона густая. Листья длиной 5-12 см сердцевидные темно-зеленые, осенью зеленые. Цветение в мае-июне, цветки бледно-желтые собраны в кистевидные соцветия длиной до 25 см. Предпочитает плодородные почвы. Не переносит тяжелых переувлажненных почв. ;4м;Плодородная;Солнце;зона 4;Высокий куст;0;0
                Сирень vulgaris Sensation 60-120;2050;Очень красивый, кустовой или штамбовый, не махровый, привитой сорт сирени. Растет медленно, по 30-50 см. в год. Кусты среднего размера - 1,5-2 метра высотой и такой же шириной. Листья среднего размера, сердцевидные, насыщенно-зеленого цвета. Цветки ярко-сиреневого цвета с белой окантовкой по краю. ;2м;Плодородная;Солнце;зона 4;Высокий куст;0;0
                Сирень амурская, 4-5лет;600;Высокий кустарник или многоствольное деревце , вырастает до 10 метро, иногда выше. Морозостойка, может выращиваться на Северо-западе. Декоративна густой листвой и обильным цветением. Зацветает в третьей декаде июня–начале июля, позже других сиреней. Белые мелкие цветы собраны в крупные соцветия (до25 см.), воздушные и растрепанные. Медовый запах цветов сирени амурской не похож на запах сирени обыкновенной. Цветение длится около двух недель.;10м;Неприхотлива;Солнце;зона 4;Высокий куст;0;0
                Сирень венгерская, 3-4года;450;Высокий кустарник, высотой до 7 м. Густо разветвленные побеги направлены вверх. Широкоэллиптические, блестящие, темно-зеленые листья до 12 см в длину имеют по краю нежные реснички, сизовато-зеленые с нижней стороны, иногда опушенные. Трубчатые цветки мелкие, лиловые, имеют слабый аромат, расположены в узких, редких, разделенных на ярусы метелках. Зацветает через 2 недели позже обыкновенной сирени. Цветет обильно 20 дней.;7м;Неприхотлива;Солнце;зона 4;Высокий куст;0;0
                Сирень сортовая, 2 года;220;Листья супротивные, обыкновенно цельные, зеленого цвета, опадающие на зиму. Цветки белые, лиловые или розовые, расположены в метёлках на концах ветвей. Чашечка маленькая, короткая, колокольчатая о четырёх зубчиках.;3м;Неприхотлива;Солнце;зона 4;Высокий куст;0;0
                Сирень сортовая, 2-3года;300;Листья супротивные, обыкновенно цельные, зеленого цвета, опадающие на зиму. Цветки белые, лиловые или розовые, расположены в метёлках на концах ветвей. Чашечка маленькая, короткая, колокольчатая о четырёх зубчиках.;3м;Неприхотлива;Солнце;зона 4;Высокий куст;0;0
                Скумпия Royal Purple 40-60;600;Очень необычный и яркий кустарник с пурпурно-красными листьями, который станет гордостью и незабываемым украшением любого сада. Именно яркость и броскость сделали этот сорт очень желанным в различных ландшафтных композициях. Диаметр и высота – около 3 метров, прирост в год – 15см. Листья яйцевидной формы насыщенного пурпурно-багрового цвета. Цветки у растения мелкие, нежно - розового оттенка, в метельчатых соцветиях. Период цветения приходится на июнь-июль. После наступает период плодоношения, во время которого плодоножки растения удлиняются и покрываются волосками красного оттенка. Метелки с семенами сохраняют декоративный вид даже при срезании ещё очень долгое время.;3м;Неприхотлива;Солнце;зона 4;Высокий куст;0;0
                Снежноягодник albus var leavigatus,   60-80см;450;Густой кустарник с подземными отпрысками, выс. до 2 м. Листва темно-зеленая, буйная. Цветки белые, незаметные, медоносные. Плоды белые, круглые. К почвам нетребователен, устойчив к засухе и загрязнению воздуха, теневынослив. Хорошо переносит обрезку, рекомендуется для посадки в фуппах, под кронами деревьев.;2м;Неприхотлива;Солнце, полутень, тень;зона 3;Невысокий куст;0;0
                Снежноягодник doorenbosii Magic Berry,   50-70см;450;Кустарник, достигающий 1,5 – 2,0 м в высоту, побеги тонкие, гибкие, крона шаровидная, ажурная. Листья яйцевидные, цельнокрайние, бледно-зеленые, снизу голубовато-зеленые, осенняя окраска невзрачна. Цветки розово-белые, собраны в кистевидные соцветия. Плоды очень декоративные, плоды округлые, ярко-розового цвета, ядовиты. Переносит переувлажнение, кратковременное затопление, не переносит засуху, устойчив в индустриальных условиях, относительно солевынослив. Морозостоек.;2м;Неприхотлива;Солнце, полутень, тень;зона 5А;Невысокий куст;0;0
                Снежноягодник doorenbosii White Hedge, 80-100см;570;Лиственный плотный кустарник 1,5 м высоты. Листья супротивно расположенные, округлые, зеленые. Цветет с июня до сентября. Цветки небольшие розово-белые в удлинённых кистевидных соцветиях. Плоды белые, круглые, в геометрически правильных гроздьях, долго сохраняются на кусте. Рекомендуется для  живых изгородей и кустарниковых групп. Декоративны белые шаровидные плоды, собранные в кисти, украшающие растение до поздней осени. ;1,5м;Неприхотлива;Солнце, полутень, тень;зона 5А;Невысокий куст;0;0
                Снежноягодник doorenbosii White Hedge, 3-4года;400;Лиственный плотный кустарник 1,5 м высоты. Листья супротивно расположенные, округлые, зеленые. Цветет с июня до сентября. Цветки небольшие розово-белые в удлинённых кистевидных соцветиях. Плоды белые, круглые, в геометрически правильных гроздьях, долго сохраняются на кусте. Рекомендуется для  живых изгородей и кустарниковых групп. Декоративны белые шаровидные плоды, собранные в кисти, украшающие растение до поздней осени. ;1,5м;Неприхотлива;Солнце, полутень, тень;зона 5А;Невысокий куст;0;0
                Снежноягодник розовоплодный Amethyst, 30-50см;350;Густой широкораскидистый кустарник, с декоративными плодами. Листья темно-зеленые, долго остаются на кусте. Высотой 1,5м. Плоды округлые, мясистые розового цвета.;1,5м;Неприхотлива;Солнце, полутень, тень;зона 5А;Невысокий куст;0;0
"                Спирея ""ВанГутта""";300;Куст округлой формы, до 2 метров в высоту.Ветви взрослых растений дугообразно изгибаются вниз.Листья обратнояйцевидные, зубчатые, 3—5-лопастные, голые, сверху тёмно-зелёные, снизу тускло-сизые, осенью оранжево-красные, до 3,5 см длиной.Соцветия многочисленные, полушаровидные, располагаются по всей длине побегов.Цветки белые, 0,6 см в диаметре.;2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Спирея densiflora, 40-60см;450;Густой полукруглый кустарник с густо ветвящимися извилистыми побегами высотой около 0,8 м. Листья насыщено зеленые. Цветы розовые, собраны в плоские соцветия на концах побегов текущего года. Цветение в июне июле. Морозоустойчивый, выносливый, неприхотливый. Идеальный для низких живых изгородей.;0,8м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Спирея japonica Dart's Red 20-40;350;Кустарник шаровидной кроной, диаметр 0,6 - 0,8 м. Листья ланцетные, расположены очередно, светло-зеленые, при распускании красноватые. Обильное цветение малиново-красными цветками с июля до октября. Рекомендуется для изгородей, бордюров, в групповых или одиночных посадках, в группах деревьев с ажурными кронами.;0,8м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Спирея japonica Firelight 20-30;400;Кустарник высотой до 0,6 метра с молодыми листьями оранжево-красного цвета на дугообразных ветвях. Позже листья становятся яркими оранжево-желтыми, затем — зеленовато-желтыми на момент цветения. Новые отрастающие листья красного цвета. Насыщенно-розовые цветки появляются в конце июня. Осенняя окраска — пламенно-красная. Растет медленно.;0,6м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея japonica MAGIC CARPET Walbuma 20-30;340;Карликовый плотный кустарник до 0,4 м высотой с постоянной контрастной оранжево – красноватой окраской листьев. Цветки фиолетово – розовые, появляющиеся в конце июля – начале августа. Хорошо растёт на питательных почвах, местах солнечных или полутенистых. Рекомендуется для групповых посадок, на рабатки или в качестве почвопокровного растения.;0,4м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея japonica Gandlelight  20-30;400;Кустарник, с компактной и густой кроной высотой до 40-50 см с молодыми листьями сливочно-желтого цвета. На момент цветения листья приобретают зеленоватый оттенок, и прекрасно сочетаются с розовыми цветками в конечных щитках, появляющимися в июле. Сорт карликовый.;0,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Спирея japonica Genpei (Shirobana) 30-40;350;"Красивоцветущий низкорослый  кустарник  0,6-0,8 м высотой, с компактной кроной диаметром до 1,2 м. Отличается необычным трехцветным цветением. Листья узколанцетные, темно-зеленые, до 2 см длиной, с мелкими зубцами по краям. Осенняя окраска листьев от желтой до фиолетово - красной. 
Цветет на побегах текущего года с июля по август-сентябрь, цветки собраны в плоские щитковидные соцветия. Цветки белого, розового и красного цвета одновременно присутствуют в каждом соцветии-щитке. ";0,8м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея japonica Golden Princess 15-30 ;400;Листопадный, декоративный, не высокий, аккуратный, красивоцветущий сорт спиреи японской. Высота около 50 см. Диаметр около 60 см. Обладает красивой листвой светло-желтой окраской. Начиная с июня по июль растение выглядит особенно декоративно за счет появления на нем светло-розовых, собранных в щитки цветов. Неприхотливое к условиям произрастания, (прекрасно растет в городе) и почвам растение. Лучше растет на плодородных грунтах как на солнце, так и в полутени.;0,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Спирея japonica Goldflame 30-40;320;Небольшой густой полукруглый кустарник до 0,8 м высотой. Молодые листья медно-оранжевые, поздние зелено-желтые. Цветы лилово-розовые в плоских соцветиях на концах побегов. Цветение в июле-сентябре. Светолюбивый, неприхотливый сорт для всех видов садовых почв, превосходный для составления цветовых компазиций.;0,8м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея japonica Goldmound 15-20;350;Небольшой кустарник до 0,6 м высотой, с плотной, полукруглой кроной. Листья ланцетные, насыщенного желтого цвета в течение всего вегетационного периода. Обильно цветет с июня по июль, розовыми цветками, собранными в плоские щитковидные соцветия. Растет медленно.;0,6м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея vanhouttei    100-120см;500;Куст округлой формы, до 2 метров в высоту.Ветви взрослых растений дугообразно изгибаются вниз.Листья обратнояйцевидные, зубчатые, 3—5-лопастные, голые, сверху тёмно-зелёные, снизу тускло-сизые, осенью оранжево-красные, до 3,5 см длиной.Соцветия многочисленные, полушаровидные, располагаются по всей длине побегов.Цветки белые, 0,6 см в диаметре.;2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Спирея vanhouttei    120-140см;570;Куст округлой формы, до 2 метров в высоту.Ветви взрослых растений дугообразно изгибаются вниз.Листья обратнояйцевидные, зубчатые, 3—5-лопастные, голые, сверху тёмно-зелёные, снизу тускло-сизые, осенью оранжево-красные, до 3,5 см длиной.Соцветия многочисленные, полушаровидные, располагаются по всей длине побегов.Цветки белые, 0,6 см в диаметре.;2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Спирея густоцветковая;350;Густой полукруглый кустарник с густо ветвящимися извилистыми побегами высотой около 0,8 м. Листья насыщено зеленые. Цветы розовые, собраны в плоские соцветия на концах побегов текущего года. Цветение в июне июле. Морозоустойчивый, выносливый, неприхотливый. Идеальный для низких живых изгородей.;0,8м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Спирея дубровколистная;350;"Кустарник до 2 м высотой, с длинными ребристыми побегами, которые под тяжестью соцветий красиво изгибаются к земле, с густой красивой кроной округлой формы. Листья продолговато-яйцевидные, тонкочерешковые, до 4,5 см длиной, остроконечные, по краю дважды крупнозубчатые, сверху ярко-зеленые, снизу сизые. Белые цветки до 1,5 см в диаметре в полушаровидных соцветиях; зацветает в начале мая и цветет на протяжении 25 дней. Плоды созревают в конце сентября.";2м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея иволистая, 40-60см;200;Красивоцветущий кустарник высотой до 2 метров. Очень зимостойкий. Цветет продолжительно с середины июня до сентября. Цветки розовые или бело-розовые, собраны в крупные соцветия – метелки, длинной до 15 см. Листочки вытянутые, темно-зеленые, очень красивые осенью – ярко желтые и красновато-желтые.;2м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея иволистая, 80-100см;350;Красивоцветущий кустарник высотой до 2 метров. Очень зимостойкий. Цветет продолжительно с середины июня до сентября. Цветки розовые или бело-розовые, собраны в крупные соцветия – метелки, длинной до 15 см. Листочки вытянутые, темно-зеленые, очень красивые осенью – ярко желтые и красновато-желтые.;2м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея ниппонская Gerlve s Raindow, 20-30см;450;Плотный карликовый кустарник, с густыми плотными побегами. Высотой и шириной 0.6 м. Листья мелкие, густые, на солнце оранжево-желто-зеленые. Очень декоративные. Цветы обильные, белые, собраны в соцветия, появляются обильно в конце мая, начале июня.;0,6м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея ниппонская Halward s Silver  20-40см;400;Густой невысокий кустарник до 1м высотой и диаметром до 1,2 м. Листья эллиптические или обратнояйцевидные, темно-зеленые,осенью – медно-красные. Растет быстро, прирост 20-30 см в год. Цветет в июне, белыми цветками, собранными в крупные, щитковидные соцветия. Предпочитает влажные, плодородные почвы. Светолюбива, выносит легкое затенение.;1,2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Спирея ниппонская June Bride    20-40см;400;Округлый кустраник до 1,5м высотой и такого же диаметра. Листья темно-зеленые, снизу серо-зеленые, до 4,5 см длиной, сохраняющими зеленую окраску до глубокой осени. Цветки бело-кремовые, мелкие, в густых соцветиях целиком покрывающих прошлогодние побеги, цветет с конца мая по июнь в течение 15-25 дней.  Растет на всех видах почв, но лучше на плодородных и влажных. Хорошо переносит городские условия. Переносит стрижку.;1,5м;Плодородная,влажная;Солнце;зона 4;Невысокий куст;0;0
                Спирея ниппонская Snowmound    40-60см;450;Небольшой кустарник высота 1-1.5 и ширина 1,5м. Широко раскидистая крона, с вертикальными скелетными ветвями и дугообразно свисающими вершинками ветвей. Ежегодный прирост в высоту и ширину 15-20 см. Цветение обильное, ближе к середине июня. Цветки чисто-белые, до 0,8 см в диаметре, собраны в щитковидные соцветия густо покрывающие весь куст. Листья округлые или овальные, с верху тёмно-зелёные, снизу голубовато-зелёные. Распускаются рано.;1,5м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея ниппонская White Carpet    20-40см;450;Невысокий кустарник, до 50см высотой, со стелющимися побегами. Обильно цветет в мае-июне, мелкими белыми цветками собранных в щитковидные соцветия. Листья небольшие, до 3 см, эллиптические темно-зеленого цвета, с нижней стороны голубоватые.  Растет на всех видах почв, но лучше на плодородных и влажных. Хорошо переносит городские условия. Переносит стрижку. Часто используется в качестве почвопокровного растения.;0,5м;Неприхотлива;Солнце;зона 6А;Невысокий куст;0;0
                Спирея серая снежная;350;Описание отсутствует…;1,5м;Неприхотлива;Солнце;зона 6А;Невысокий куст;0;0
                Спирея японская Albiflora 20-30;350;Карликовый лиственный кустарник с раскидистой кроной, достигает до 0,8 м в высоту и до 1,5 м в диаметре. Крона - округлая, густая. Молодые побеги - опушенные.  Медленно растущий сорт: ежегодный прирост 5-10 см. Листья 6-7 см в длину продолговато-яйцевидные формы, Светло-зеленого цвета, осенью меняют окраску на желтый. Край листа - зубчатопильчатый.  Цветы белые, мелкие, собраны в щитковидных соцветиях диаметром 7 см. Цветет обильно в июле-августе.;0,8м;Неприхотлива;Солнце;зона 5;Невысокий куст;0;0
                Спирея японская Anthony Waterer, 30-40см;450;"Компактный кустарник с густой кроной, высотой 70 - 80 см. Листья узкие, плотные, до 8 см длиной, темно-зеленые, при распускании красноватые. Цветет практически все лето, с июля по сентябрь, ярко- розовыми с фиолетовым оттенком или ярко-малиновыми цветками, собранными в крупные, щитковидные соцветия до 15 см в диаметре. Рекомендуется для одиночных и групповых посадок, бордюров, рабаток, декоративных композиций.  Устойчива в городских условиях. 
";0,8м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея японская Froebelii  20-40;350;Отличается пурпурными листьями весной при распускании и яркой красно-пурпурной окраской осенью, а также крупными щитковидными соцветиями насыщенно малинового цвета. Листопадный кустарник высотой и диаметром 0,8-1,2 метра с широкояйцевидными, пурпурными весной и осенью листьями, а летом — зелеными. Крона шаровидная, ветви прямостоячие. Цветет с июля до середины сентября. Образует крупные рыхлые щитковидные соцветия, насыщенно-малинового цвета.;1,2м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея японская Froebelii,    20-40см;400;Отличается пурпурными листьями весной при распускании и яркой красно-пурпурной окраской осенью, а также крупными щитковидными соцветиями насыщенно малинового цвета. Листопадный кустарник высотой и диаметром 0,8-1,2 метра с широкояйцевидными, пурпурными весной и осенью листьями, а летом — зелеными. Крона шаровидная, ветви прямостоячие. Цветет с июля до середины сентября. Образует крупные рыхлые щитковидные соцветия, насыщенно-малинового цвета.;1,2м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея японская Goldflame 30-40;350;Небольшой густой полукруглый кустарник до 0,8 м высотой. Молодые листья медно-оранжевые, поздние зелено-желтые. Цветы лилово-розовые в плоских соцветиях на концах побегов. Цветение в июле-сентябре. Светолюбивый, неприхотливый сорт для всех видов садовых почв, превосходный для составления цветовых компазиций.;0,8м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея японская Little Princess  20-30;350;Плотный полукруглый кустарник 0,6 м высотой. Листья ярко-зеленые, осенью желто-оранжевые. Цветы розовые, в плоских соцветиях на концах побегов, обильно распускающиеся в июле-сентябре. Неприхотливый сорт. Солнцелюбив. Ценное почвопокровное растение на рабатки, для рокариев и вазонов.;0,6м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея японская Little Princess,    20-30см;400;Плотный полукруглый кустарник 0,6 м высотой. Листья ярко-зеленые, осенью желто-оранжевые. Цветы розовые, в плоских соцветиях на концах побегов, обильно распускающиеся в июле-сентябре. Неприхотливый сорт. Солнцелюбив. Ценное почвопокровное растение на рабатки, для рокариев и вазонов.;0,6м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Спирея японская Macrophylla,    40-60см;450;Прямостоячий кустарник до 1,5м высотой. Листья большие, до 10см длиной, морщинистые, зубчатые по краю, осенью красные, багровые, оранжевые. В течение лета листья светло-зеленые. Цветет с конца июня до середины августа. Соцветия – широкие плоские щитки на концах молодых веток. Цветки светло-розовые.;1,5м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Форзиция Goldrausch 40-60;350;Раскидистый кустарник, достигающий 2 м высоты. Цветки большие, жёлтые, цветёт обильно также и на двухлетних побегах (отличительная черта) – в апреле, до отрастания листьев. Хорошо растёт на солнечных местах и достаточно влажных почвах.;2м;Неприхотлива;Солнце;зона 5В;Невысокий куст;0;0
                Форзиция Goldrausch,  20-30см;510;Раскидистый кустарник, достигающий 2 м высоты. Цветки большие, жёлтые, цветёт обильно также и на двухлетних побегах (отличительная черта) – в апреле, до отрастания листьев. Хорошо растёт на солнечных местах и достаточно влажных почвах.;2м;Неприхотлива;Солнце;зона 5В;Невысокий куст;0;0
                Форзиция intermedia Beatrix Farrand,  40-60см;480;Раскидистый кустарник высотой и диаметром до 3м. Ежегодный прирост в высоту и ширину до 50 см. Цветет в апреле-мае до распускания листьев, обильно, на ветвях прошлого года. Цветки ярко-желтые, крупные. Предпочитает плодородные почвы. Не выносит длительной засухи. Светолюбива.;3м;Неприхотлива;Солнце;зона 5В;Невысокий куст;0;0
                Форзиция intermedia Lynwood,  60-100см;480;Высота 2,5-3 м, диаметр кроны до 3 м. Ежегодный прирост в высоту и ширину 30-40 см. Долговечность 50 лет. Крона среднегустая. Листья длиной 8 см овально-заостренные мелкозубчатые темно-зеленые, осенью от желтых до фиолетовых. Цветение обильное в апреле, цветки ярко-желтые. Предпочитает плодородные почвы. Не выносит длительной засухи. Используется как ординар, в группах, живых изгородях.;3м;Неприхотлива;Солнце;зона 5В;Невысокий куст;0;0
                Форзиция intermedia WEEK-END Courtalyn, 1 - 1,2 м;800;Красивоцветущий кустарник с вертикальными побегами, высотой и диаметром 150 см. Цветки крупные, золотисто-жёлтые, многочисленные. Цветёт регулярно и обильно сразу после схода снега, апреле-мае, до распускания листьев. Листья ярко-зелёные. ;1,5м;Неприхотлива;Солнце;зона 5В;Невысокий куст;0;0
                Форзиция Maluch,  20-40см;480;Медленнорастущий, компактный кустарник. Высота 1м. Крона раскидистая. Зацветает очень рано, до появления листьев в апреле-мае. Цветки колокольчатые, желтые, густо сидящие по всей длине побегов.;1м;Плодородная;Солнце;зона 5В;Невысокий куст;0;0
                Форзиция MAREE D'Or,  40-60см;510;Кустарник. Высота до 1,5-2,5 м, ширина до 2 м. Крона раскидистая, с дугообразно отклоненными короткими побегами. Листья зеленые, осенью их окраска от ярко-желтого до фиолетового цвета. Необычайно красива в апреле-мае - в период цветения. Цветет до появления листьев. Цветки темно-желтые, довольно крупные, многочисленные, покрывающие всю ветку с верху до низу.;2,5м;Неприхотлива;Солнце;зона 5В;Невысокий куст;0;0
                Форзиция viridissima Kumson, 40-60см;710;Невысокий куст с поникающими, раскидистыми ветвями. Листья зеленые, с ярким сливочно-белым жилкованием, особенно заметным на молодом приросте, осенью. Бледно-желтые цветки, до 2,5-3см, многочисленные по всей длине побегов. ;1,5м;Неприхотлива;Солнце;зона 5В;Невысокий куст;1;0
                Чубушник Albatre,  80-120см;570;Кустарник. Высота 2 м, диаметр кроны 1,5-2 м. Крона раскидистая. Растет быстро. Цветки белые, некрупные, душистые, в соцветиях. Период цветения июнь. Местоположение: солнце, полутень. Почва: не переносит засоления и застойного увлажнения.;2м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
                Чубушник Belle Etoile,  80-100см;570;Невысокий сорт. Высота куста 1,5—1,8 м, ширина до 1,8 м. Цветки простые, большие, кипельно белые с лилово-розовой серединкой,ярко желтыми пыльниками. по краям волнистые, сильно ароматные, до 3 см в диаметре. Цветение длительное в июне-июле. ;1,8м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
                Чубушник Bonguet Blanc,  80-100см;570;Низкий, иногда подмерзающий кустарник. Цветки 2-2,5 см в диаметре одиночные, иногда по 3 в кистях, снежно-белые, густомахровые, с широкоовальными нижними лепестками в несколько кругов. Соцветия из 5 цветков. Цветки очень душистые, с запахом земляники или ананаса. Зимостоек.;1,8м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
                Чубушник, 2-3года;200;Кустарник. Высота 2 м, диаметр кроны 1,5-2 м. Крона раскидистая. Растет быстро. Цветки белые, некрупные, душистые, в соцветиях. Период цветения июнь. Местоположение: солнце, полутень. Почва: не переносит засоления и застойного увлажнения.;2м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
                Шиповник, 3-4года;350;Многостебельные кустарники до 2—3 м высотой.Листья летнезелёные, полулистопадные или вечнозелёные, расположенные на побеге спирально, длинночерешковые, непарноперистые. Цветки розового цвета,ароматные. Цветет  в мае — июне.;3м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
